text,sentiment,category
"1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?",0,Question/Suggestion
Lots of holes in the script.,0,Abusive/Hate/Threat
It's like a bad two hour TV movie.,0,Abusive/Hate/Threat
Now imagine that every single one of those decisions was made wrong.,0,Abusive/Hate/Threat
The dialogue is atrocious.,0,Abusive/Hate/Threat
The acting is beyond abysmal.,0,Abusive/Hate/Threat
Everything stinks.,0,Abusive/Hate/Threat
"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.",0,Abusive/Hate/Threat
"Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.",0,Spam/Irrelevant
"It's dumb and pointless, and a complete waste of time.",0,Abusive/Hate/Threat
"In short, don't bother with this movie.",0,Abusive/Hate/Threat
"I won't spoil it, but the ending in pretty amazing.",1,Praise/Support
"The best scene in the movie is at the end, but I won't spoil it.",1,Praise/Support
"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!",1,Praise/Support
"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.",1,Praise/Support
A film not easily forgotten.,1,Praise/Support
"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.",1,Praise/Support
The scripting of the subtle comedy is unmatched by any movie in recent years.,1,Praise/Support
"The characters are interesting, even if a bit predictable.",1,Praise/Support
"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!",1,Praise/Support
Great movie!,1,Praise/Support
Also the story and acting were weak.,0,Abusive/Hate/Threat
"At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.",0,Constructive Criticism
"Either way, it sucks.",0,Abusive/Hate/Threat
The script is horrendously stupid.,0,Abusive/Hate/Threat
The story starts too fast with absolutely no suspense or build-up in the slightest.,0,Abusive/Hate/Threat
Everything Captain Howdy says is either laughable or just plain stupid.,0,Abusive/Hate/Threat
What the hell kind of crap is that?!,0,Question/Suggestion
"Then, there's the plot holes.",0,Abusive/Hate/Threat
You could drive a semi truck into these holes!,0,Abusive/Hate/Threat
Linda Cardellini is the only thing good in this film.,1,Praise/Support
She's poised and amazing.,1,Praise/Support
Dee Snider just plain sucks.,0,Abusive/Hate/Threat
"He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?",0,Question/Suggestion
I was bored throughout the whole damn thing.,0,Abusive/Hate/Threat
"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.",0,Abusive/Hate/Threat
This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.,0,Abusive/Hate/Threat
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.,0,Abusive/Hate/Threat
A piece of cinematic garbage captured on celluloid.,0,Abusive/Hate/Threat
Avoid at any and all costs.,0,Abusive/Hate/Threat
"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.",0,Abusive/Hate/Threat
Avoid this film at all costs.,0,Abusive/Hate/Threat
"I don't know what happened in Season Five, what a mess.",0,Abusive/Hate/Threat
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.,0,Abusive/Hate/Threat
Now this is a movie I really dislike.,0,Abusive/Hate/Threat
It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.,0,Abusive/Hate/Threat
"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.",0,Abusive/Hate/Threat
"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.",0,Abusive/Hate/Threat
There aren't death scenes like in previous movies and the f/x are terrible.,0,Abusive/Hate/Threat
"I felt asleep the first time I watched it, so I can recommend it for insomniacs.",0,Abusive/Hate/Threat
"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.",1,Praise/Support
"The best part about ""Nurse Betty"" is it's unpredictability.",1,Praise/Support
"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.",1,Praise/Support
"Otherwise, don't even waste your time on this.",0,Abusive/Hate/Threat
This one just fails to create any real suspense.,0,Abusive/Hate/Threat
"As for the killer, don't expect anything original or even remotely frightening.",0,Abusive/Hate/Threat
"There is, however, some pretty good acting (at least, for this type of film).",1,Praise/Support
I'm so sorry but I really can't recommend it to anyone.,0,Constructive Criticism
"One of the most boring,pointless movies I have ever seen.",0,Abusive/Hate/Threat
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.,0,Abusive/Hate/Threat
Hated it.,0,Abusive/Hate/Threat
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.,0,Abusive/Hate/Threat
"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!",0,Abusive/Hate/Threat
I highly doubt that anyone could ever like this trash.,0,Abusive/Hate/Threat
This is not movie-making.,0,Abusive/Hate/Threat
"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.",0,Abusive/Hate/Threat
"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!",0,Abusive/Hate/Threat
I saw this short film on HBO the other day and absolutely loved it.,1,Emotional
I didn't realize how wonderful the short really is until the last two scenes.,1,Praise/Support
Excellent short film.,1,Praise/Support
"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.",1,Praise/Support
"I agree with Jessica, this movie is pretty bad.",0,Abusive/Hate/Threat
"Characters are one-dimensional, even the good guys and especially the bad guys.",0,Abusive/Hate/Threat
The story line is totally predictable.,0,Abusive/Hate/Threat
"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.",1,Praise/Support
I've seen soap operas more intelligent than this movie.,0,Abusive/Hate/Threat
"Bad characters, bad story and bad acting.",0,Abusive/Hate/Threat
Really awful.,0,Abusive/Hate/Threat
Not easy to watch.,0,Abusive/Hate/Threat
"Funny, clever, hip - just like Pray's previous film, Hype!",1,Praise/Support
It was a long time that i didn't see a so charismatic actor on screen.,1,Praise/Support
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.,1,Praise/Support
The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.,1,Praise/Support
I rate this movie 9/10.,1,Praise/Support
"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.",1,Praise/Support
